code,country,gdp_per_capita,year,meningitis,alzheimer's_diesease,parkinson's_disease,nutritional_deficiency,malaria,drowning,interpersonal_violence,maternal_disorders,hiv/aids,drug_use_disorders,tuberculosis,cardiovascular_diseases,lower_respiratory_infections,neonatal_disorders,alcohol_use_disorders,self_harm,exposure_to_forces_of_nature,diarrheal_diseases,environmental_heat_and_cold_exposure,neoplasms,conflict_and_terrorism,diabetes_mellitus,chronic_kidney_disease,poisonings,protein_energy_malnutrition,terrorism,road_injuries,chronic_respiratory_diseases,chronic_liver_diseases,digestive_diseases,fire_heat_hot_substance,acute_hepatitis,Total_deaths,Female,Male,Female_pct,Male_pct,Age_0to15,Age_16to40,Age_41to65,Age_65to87
MNE,Montenegro,18825,1998,3,132,32,1,0,15,33,1,2,1,8,3011,62,73,8,120,0,1,6,1192,0,111,92,5,1,,70,65,44,130,14,0,5233,230,348,39.79238754,60.20761246,8,35,58,75
MNE,Montenegro,18394,1999,3,133,32,1,0,17,35,1,3,2,8,3027,64,71,8,128,1,1,6,1208,0,112,94,5,1,,78,65,44,131,14,0,5293,873,636,57.8528827,42.1471173,9,35,41,78
MNE,Montenegro,19664,2000,3,136,32,1,0,16,34,1,3,2,8,3069,64,72,8,126,0,1,6,1237,1,116,95,5,1,,76,65,45,132,14,0,5369,629,329,65.65762004,34.34237996,7,32,42,71
MNE,Montenegro,47666,2001,3,137,33,1,0,15,33,1,3,1,8,3144,63,71,9,124,0,1,6,1282,1,119,98,5,1,1,72,66,46,135,14,0,5493,570,805,41.45454545,58.54545455,8,18,54,84
MNE,Montenegro,16820,2002,2,140,35,1,0,14,32,1,3,1,8,3230,63,65,9,122,0,1,6,1325,0,124,103,4,1,,69,68,47,139,13,0,5626,368,855,30.08994276,69.91005724,15,20,41,74
MNE,Montenegro,23852,2003,2,143,36,1,0,13,31,1,3,1,7,3357,65,60,9,126,0,1,6,1370,0,129,108,4,1,,71,70,48,143,14,0,5820,652,898,42.06451613,57.93548387,10,34,47,75
MNE,Montenegro,45981,2004,2,145,38,1,0,14,30,1,3,1,7,3465,65,54,9,128,0,1,6,1406,0,131,112,4,1,,72,73,48,146,14,0,5977,206,140,59.53757225,40.46242775,1,23,42,87
MNE,Montenegro,5400,2005,2,147,40,1,0,14,29,1,3,1,7,3571,67,50,9,132,0,1,6,1442,0,134,116,4,1,,75,76,49,149,14,0,6141,839,846,49.79228487,50.20771513,10,39,46,74
MNE,Montenegro,46326,2006,2,150,42,1,0,13,28,1,2,1,7,3647,67,45,9,134,0,1,6,1462,0,136,117,4,1,,77,77,49,151,14,0,6244,467,973,32.43055556,67.56944444,11,29,48,65
MNE,Montenegro,20322,2007,2,151,44,1,0,13,27,1,2,1,6,3724,67,40,9,132,0,1,6,1477,0,138,118,4,1,0,76,78,49,152,14,0,6334,369,701,34.48598131,65.51401869,1,28,47,65
MNE,Montenegro,30984,2008,2,152,46,1,0,12,26,1,2,1,6,3753,67,38,9,129,0,1,6,1491,0,138,119,4,1,,73,78,49,152,13,0,6370,621,119,83.91891892,16.08108108,11,26,41,76
MNE,Montenegro,9656,2009,2,154,47,1,0,12,25,1,2,1,6,3783,67,34,9,127,0,1,6,1507,0,139,119,4,1,,71,79,49,153,13,0,6413,267,895,22.97762478,77.02237522,8,28,63,70
MNE,Montenegro,2024,2010,2,156,48,1,0,11,24,1,2,1,5,3784,67,32,8,122,0,1,6,1512,0,140,119,4,1,,66,79,49,152,13,0,6406,816,749,52.14057508,47.85942492,2,27,53,87
MNE,Montenegro,39986,2011,2,159,50,1,0,10,24,1,2,1,5,3816,67,26,8,120,0,1,5,1528,0,142,120,4,1,,64,80,49,152,13,0,6451,166,321,34.0862423,65.9137577,4,36,41,78
MNE,Montenegro,16825,2012,1,163,51,1,0,10,23,1,2,1,5,3837,67,24,8,118,0,1,6,1534,0,143,120,3,1,,63,82,48,151,13,0,6477,626,570,52.34113712,47.65886288,13,24,41,66
MNE,Montenegro,29804,2013,1,167,53,1,0,11,23,1,2,1,5,3902,69,22,8,118,0,1,5,1559,0,146,123,3,1,0,63,84,49,152,13,0,6583,914,114,88.91050584,11.08949416,11,40,49,74
MNE,Montenegro,42516,2014,1,170,55,1,0,11,23,1,2,1,5,3979,70,21,8,118,0,1,5,1586,0,149,125,4,1,,63,86,49,153,13,0,6701,157,489,24.30340557,75.69659443,4,31,47,86
MNE,Montenegro,14891,2015,1,174,56,1,0,10,22,0,2,1,5,4039,71,16,8,117,0,1,5,1607,0,152,127,3,1,0,62,87,50,154,13,0,6785,897,488,64.76534296,35.23465704,13,34,60,67
MNE,Montenegro,42006,2016,1,176,57,1,0,10,22,0,2,1,5,4047,71,16,8,119,0,1,5,1625,0,154,128,3,1,,61,88,50,154,13,0,6819,533,336,61.33486766,38.66513234,11,22,45,66
MNE,Montenegro,45954,2017,1,179,58,1,0,10,22,0,1,1,5,4066,72,15,8,119,0,1,5,1643,0,155,129,3,1,,60,89,50,154,12,0,6860,625,669,48.29984544,51.70015456,3,26,45,71
MNE,Montenegro,25831,2018,1,181,57,1,0,10,22,0,1,1,4,4007,70,14,8,118,0,1,5,1640,1,153,128,3,1,,59,86,50,154,12,0,6788,225,305,42.45283019,57.54716981,10,17,62,80
MNE,Montenegro,36179,2019,1,185,57,1,0,9,21,0,1,1,4,3943,69,13,8,117,0,1,5,1644,0,152,127,3,1,,59,85,50,153,12,0,6722,111,462,19.37172775,80.62827225,10,19,63,82
MAR,Morocco,26622,1990,1586,1888,404,470,0,690,142,2562,103,117,6979,57888,12330,19249,70,1865,0,12334,117,11070,0,1805,3551,310,437,,9267,4982,2733,4809,1032,778,159568,353,424,45.43114543,54.56885457,14,34,57,75
MAR,Morocco,3453,1991,1514,1965,423,447,0,673,143,2519,127,125,6894,59719,11786,19087,72,1910,0,11352,117,11483,22,1879,3679,308,414,3,9383,5121,2784,4870,1028,773,160620,754,485,60.85552865,39.14447135,9,26,55,73
MAR,Morocco,47565,1992,1486,2041,451,448,0,749,162,2487,155,137,6858,62875,11429,18856,76,2054,0,10521,124,12146,2,1989,3881,330,412,2,10666,5403,2910,5058,1105,799,165612,109,839,11.4978903,88.5021097,15,29,45,75
MAR,Morocco,22015,1993,1447,2115,475,435,0,754,177,2386,187,149,6874,65445,11054,18500,79,2152,0,9718,125,12667,0,2084,4029,336,398,,11039,5600,2981,5154,1126,801,168287,667,322,67.44186047,32.55813953,8,19,61,87
MAR,Morocco,6047,1994,1400,2187,490,428,0,743,198,2211,223,157,6785,66526,10653,17964,80,2186,0,8966,125,12949,0,2137,4121,333,391,0,10932,5677,3008,5177,1122,774,167943,271,532,33.74844334,66.25155666,8,32,46,85
MAR,Morocco,46686,1995,1371,2265,510,410,0,739,228,2083,264,166,6743,68162,10392,17675,81,2237,791,8335,125,13292,0,2206,4253,332,374,0,10962,5809,3052,5239,1126,755,169977,616,437,58.49952517,41.50047483,6,25,44,65
MAR,Morocco,20917,1996,1337,2349,526,398,0,727,262,1985,308,175,6579,69194,10077,17378,82,2285,39,7661,124,13608,0,2276,4356,330,362,0,10946,5873,3076,5257,1119,716,169405,569,655,46.4869281,53.5130719,5,39,50,81
MAR,Morocco,43918,1997,1307,2433,549,394,0,720,306,1916,355,186,6465,70916,9818,17221,84,2389,60,7078,122,14016,6,2366,4491,329,358,,10972,6018,3131,5338,1150,671,171165,476,768,38.26366559,61.73633441,5,29,62,86
MAR,Morocco,22081,1998,1302,2520,577,387,0,694,352,1788,407,195,6234,72395,9491,16971,84,2458,0,6566,122,14347,10,2441,4626,321,351,,10875,6161,3183,5420,1102,622,172002,441,973,31.18811881,68.81188119,9,30,41,80
MAR,Morocco,35185,1999,1222,2610,610,374,0,677,404,1686,466,207,6163,74713,9228,16679,86,2572,0,6143,123,14848,0,2561,4839,320,338,,10903,6366,3265,5555,1101,585,174644,999,920,52.05836373,47.94163627,9,24,63,84
MAR,Morocco,47676,2000,1173,2696,606,362,0,649,432,1517,532,214,5955,73717,8811,16371,85,2594,6,5726,119,14921,0,2635,4851,312,327,,10659,6273,3226,5483,1063,544,171859,558,743,42.89008455,57.10991545,11,16,55,73
MAR,Morocco,43060,2001,1137,2808,616,350,0,629,456,1286,603,225,5855,73896,8497,16002,86,2652,15,5341,117,15263,0,2787,4967,311,315,,10578,6284,3226,5483,1036,521,171342,126,849,12.92307692,87.07692308,11,35,57,69
MAR,Morocco,48008,2002,1106,2952,649,333,0,608,462,1139,677,232,5731,75065,8299,15689,86,2661,80,5008,116,15638,1,2957,5175,309,297,,10381,6393,3256,5552,1058,496,172406,585,957,37.93774319,62.06225681,5,29,56,82
MAR,Morocco,1647,2003,1072,3111,709,330,0,591,471,1004,749,241,5693,78456,8170,15268,88,2708,35,4682,117,16300,77,3191,5502,308,292,45,10405,6690,3334,5703,996,485,176823,146,316,31.6017316,68.3982684,8,32,65,71
MAR,Morocco,28080,2004,1029,3253,742,321,0,570,469,929,776,248,5653,80401,7994,14737,89,2726,628,4416,117,16803,0,3390,5702,305,282,,10297,6835,3367,5767,977,470,179293,226,314,41.85185185,58.14814815,5,34,56,67
MAR,Morocco,7282,2005,970,3408,782,314,0,552,466,918,781,255,5602,82674,7825,14188,90,2749,3,4153,117,17335,0,3597,5903,302,275,,10215,7008,3413,5850,964,457,181166,987,480,67.2801636,32.7198364,15,16,64,66
MAR,Morocco,3892,2006,903,3563,826,302,0,537,465,890,809,264,5539,85163,7652,13531,92,2770,17,3890,117,17923,2,3813,6132,299,262,,10130,7196,3467,5936,952,444,183886,749,988,43.12032239,56.87967761,4,30,62,82
MAR,Morocco,49513,2007,857,3728,870,296,0,527,463,860,846,276,5505,87876,7490,12711,94,2824,2,3641,117,18575,2,4035,6379,298,255,13,10200,7397,3540,6056,948,434,187115,800,170,82.4742268,17.5257732,2,17,43,85
MAR,Morocco,27182,2008,842,3880,906,282,0,526,458,811,877,288,5424,89746,7434,12178,96,2865,39,3466,118,19150,0,4217,6584,299,241,,10282,7536,3599,6149,950,423,189666,916,515,64.01118099,35.98881901,10,36,49,84
MAR,Morocco,2227,2009,818,4031,940,270,0,522,452,830,882,299,5301,91495,7309,11523,97,2891,30,3263,118,19735,0,4394,6798,297,229,,10313,7663,3659,6238,946,411,191754,853,140,85.90130916,14.09869084,8,35,58,83
MAR,Morocco,33646,2010,756,4183,974,259,0,509,446,822,897,311,5143,93006,7105,10832,99,2908,42,2976,117,20312,14,4570,7010,292,218,,10293,7761,3712,6309,935,402,193213,954,792,54.63917526,45.36082474,9,34,50,71
MAR,Morocco,10596,2011,674,4327,1008,250,0,488,438,805,929,322,4972,94564,6872,10060,100,2883,0,2680,115,20906,18,4742,7181,285,208,17,10248,7853,3764,6371,918,393,194391,338,326,50.90361446,49.09638554,7,36,42,71
MAR,Morocco,48836,2012,596,4496,1050,243,0,472,429,789,920,334,4828,96921,6735,9452,102,2818,0,2451,114,21615,1,4929,7398,280,202,,10230,8005,3842,6479,905,389,197025,925,662,58.28607435,41.71392565,0,37,47,77
MAR,Morocco,16480,2013,545,4671,1240,251,0,430,393,768,865,335,4726,107171,7000,8802,103,2628,0,2279,117,23325,2,5383,8197,265,207,,9336,8929,4152,7020,880,400,210420,444,297,59.91902834,40.08097166,6,19,59,85
MAR,Morocco,17742,2014,516,4680,1254,242,0,428,391,741,789,347,4625,108079,6863,8158,104,2567,60,2159,116,23982,3,5554,8366,263,197,,9357,8941,4195,7053,876,397,211303,271,136,66.58476658,33.41523342,10,37,51,69
MAR,Morocco,5433,2015,486,4700,1270,241,0,415,385,708,728,358,4502,109198,6687,7502,105,2536,0,1984,114,24665,4,5737,8542,257,197,0,9322,8956,4236,7081,863,394,212173,434,797,35.25588952,64.74411048,4,27,55,73
MAR,Morocco,13711,2016,460,4742,1293,230,0,402,378,671,660,370,4372,110845,6547,6845,107,2532,0,1829,112,25420,3,5933,8719,251,186,,9287,9032,4304,7151,850,394,213925,708,166,81.00686499,18.99313501,13,39,53,85
MAR,Morocco,23402,2017,439,4808,1320,226,0,387,369,631,600,383,4233,112904,6432,6194,108,2530,0,1700,109,26250,2,6138,8905,245,182,,9247,9145,4407,7276,838,396,216404,346,285,54.83359746,45.16640254,4,34,42,72
MAR,Morocco,40570,2018,419,4876,1356,221,0,371,360,593,543,395,4067,115052,6335,5583,109,2538,0,1532,106,27143,2,6386,9120,239,176,,9239,9263,4482,7351,824,390,219071,388,963,28.71946706,71.28053294,2,30,57,73
MAR,Morocco,1122,2019,400,4945,1390,215,0,354,350,567,494,407,3932,117034,6248,5135,111,2566,0,1375,104,27967,0,6617,9320,232,171,,9184,9373,4551,7422,808,386,221658,857,103,89.27083333,10.72916667,2,30,45,69
MOZ,Mozambique,39033,1990,4285,632,153,10090,30036,779,542,1683,2255,19,18575,15537,20901,19561,102,900,0,27680,115,5897,1944,2015,1245,491,9764,185,2670,2451,1680,3729,542,677,187135,257,699,26.88284519,73.11715481,5,32,56,87
MOZ,Mozambique,11935,1991,4198,650,155,9839,29877,779,598,1563,3396,20,18312,15604,20266,19255,102,899,0,26497,113,5908,2122,2027,1260,481,9522,271,2644,2464,1685,3728,529,671,185435,405,572,41.45342886,58.54657114,3,33,54,87
MOZ,Mozambique,13532,1992,4114,675,159,9653,29930,733,549,1504,5042,20,18301,15851,19788,19613,104,919,0,26253,113,5992,676,2065,1295,479,9341,155,2681,2512,1711,3774,527,675,185204,115,828,12.19512195,87.80487805,0,22,60,75
MOZ,Mozambique,35146,1993,4164,701,163,9574,30073,754,586,1499,7465,22,18486,16155,19700,20985,107,962,0,26356,117,6150,0,2118,1349,486,9265,,2792,2577,1764,3881,531,690,189472,178,441,28.75605816,71.24394184,10,17,64,81
MOZ,Mozambique,40871,1994,4299,727,166,9699,30458,739,627,1527,10749,23,18686,16320,20126,22625,109,997,240,26523,120,6306,0,2153,1401,499,9391,0,2914,2633,1807,3978,542,702,197086,662,552,54.53047776,45.46952224,3,39,58,69
MOZ,Mozambique,47956,1995,4535,750,169,9858,30789,758,659,1567,14782,24,19041,16483,20618,23690,112,1026,0,27051,123,6428,15,2190,1453,509,9554,15,3009,2694,1840,4050,555,711,205058,979,129,88.35740072,11.64259928,1,26,47,80
MOZ,Mozambique,4649,1996,4434,779,173,9656,30669,767,667,1579,19479,26,19085,16681,20423,24192,115,1049,11,26507,124,6560,0,2236,1506,512,9360,,3071,2749,1873,4111,556,714,209664,871,643,57.52972259,42.47027741,0,25,62,74
MOZ,Mozambique,15488,1997,4533,811,179,9211,30541,778,676,1573,24887,27,18979,16953,19966,24666,118,1081,35,25704,124,6732,0,2296,1565,512,8927,,3134,2811,1919,4191,558,714,214201,701,142,83.15539739,16.84460261,15,39,51,72
MOZ,Mozambique,44639,1998,4537,843,185,8805,30748,748,690,1518,30875,29,18770,17190,19683,25159,123,1112,87,24435,124,6910,1,2355,1625,517,8534,,3209,2870,1964,4276,565,713,219200,592,384,60.6557377,39.3442623,0,36,57,83
MOZ,Mozambique,17707,1999,4519,875,190,8412,31308,781,702,1469,37324,30,18743,17504,19537,25611,127,1148,23,22840,124,7094,0,2418,1687,525,8153,0,3299,2935,2007,4361,573,711,225030,651,994,39.57446809,60.42553191,12,17,61,86
MOZ,Mozambique,44937,2000,4624,914,198,7997,31062,779,741,1421,44118,32,18956,18015,19416,25974,132,1189,832,19849,126,7275,1,2496,1754,530,7754,1,3387,3010,2046,4444,579,706,230358,634,696,47.66917293,52.33082707,8,23,54,77
MOZ,Mozambique,7394,2001,4547,933,199,7324,31997,732,785,1360,50982,33,18671,18078,18747,25978,134,1198,79,18084,124,7280,0,2506,1766,517,7105,,3361,2991,2040,4449,566,641,233207,251,243,50.8097166,49.1902834,13,31,62,86
MOZ,Mozambique,40333,2002,4438,974,207,6746,31173,689,830,1371,57876,35,18704,18662,18282,25954,139,1239,3,16676,124,7435,7,2584,1802,512,6540,,3389,3013,2091,4567,560,569,237191,332,848,28.13559322,71.86440678,7,33,41,87
MOZ,Mozambique,21436,2003,4326,998,210,6187,30454,672,894,1379,64331,37,18694,19129,17736,25882,143,1284,49,15422,124,7605,0,2651,1825,507,5993,,3434,3018,2115,4652,554,505,240810,515,324,61.38259833,38.61740167,3,25,51,65
MOZ,Mozambique,42183,2004,4186,1034,217,5764,28274,682,994,1419,70176,40,18941,19958,17486,25843,150,1352,0,14499,126,7879,3,2764,1872,511,5576,,3532,3062,2175,4812,557,470,244354,621,797,43.79407616,56.20592384,9,40,58,87
MOZ,Mozambique,12529,2005,4179,1072,224,5397,26154,657,1125,1513,75008,44,19257,20910,17251,25864,158,1439,5,13747,129,8203,12,2901,1930,518,5213,,3664,3110,2261,5007,565,461,247978,118,687,14.65838509,85.34161491,10,24,64,75
MOZ,Mozambique,43360,2006,4901,1118,233,5812,27786,760,1283,1598,74473,48,20049,21914,18505,26059,165,1523,15,14497,138,8681,3,3048,2005,568,5622,,3945,3231,2356,5285,632,478,256731,546,714,43.33333333,56.66666667,3,26,63,82
MOZ,Mozambique,8188,2007,4792,1147,239,5661,27928,813,1452,1731,70876,55,20629,22813,18653,26102,173,1618,54,13983,143,9078,6,3188,2056,587,5472,6,4123,3285,2435,5475,654,488,255715,391,612,38.98305085,61.01694915,5,25,51,65
MOZ,Mozambique,12964,2008,4750,1192,249,5392,25203,819,1496,1855,69623,64,21192,23992,18606,26143,184,1727,32,13652,148,9547,1,3365,2125,600,5205,,4286,3360,2538,5707,715,499,254267,766,919,45.45994065,54.54005935,13,33,56,85
MOZ,Mozambique,41489,2009,4276,1228,258,5057,26755,799,1518,1976,71386,73,21544,25010,18167,26065,193,1823,12,13046,151,9928,0,3528,2184,603,4873,,4397,3411,2613,5866,667,504,257911,756,332,69.48529412,30.51470588,15,23,50,72
MOZ,Mozambique,14766,2010,4180,1264,269,4729,26778,776,1535,2095,74461,81,21876,26164,17725,25879,204,1929,5,11974,152,10350,7,3715,2247,605,4548,,4503,3475,2699,6036,663,509,261433,752,386,66.08084359,33.91915641,3,38,62,67
MOZ,Mozambique,15348,2011,4022,1298,279,4343,25570,738,1527,2133,77277,89,21971,27213,17150,25680,214,2018,23,11083,152,10695,0,3889,2300,597,4165,,4552,3515,2626,6174,643,507,262443,189,634,22.96476306,77.03523694,9,23,50,66
MOZ,Mozambique,16241,2012,4050,1326,288,4281,25059,745,1555,2147,81042,96,22310,28222,17170,25520,223,2103,33,10879,155,11137,8,4055,2365,611,4102,1,4675,3588,2578,6356,657,513,267850,347,231,60.03460208,39.96539792,6,24,42,87
MOZ,Mozambique,15574,2013,3138,1352,296,4156,24242,739,1590,2161,81340,103,22589,29036,16737,25352,231,2176,125,10652,158,11533,51,4196,2425,616,3978,37,4710,3639,2541,6514,663,515,267591,458,927,33.06859206,66.93140794,3,20,43,78
MOZ,Mozambique,13496,2014,3026,1370,301,4051,22738,749,1631,2180,76816,109,22693,29557,16461,25083,237,2233,16,10370,160,11888,33,4302,2470,620,3875,22,4774,3666,2500,6620,670,515,261736,384,623,38.13306852,61.86693148,8,38,41,72
MOZ,Mozambique,36844,2015,2938,1403,309,3931,21419,744,1667,2155,72656,115,22504,30001,16147,24815,242,2275,160,9969,161,12192,4,4392,2513,618,3757,12,4866,3685,2466,6702,675,511,256004,827,647,56.10583446,43.89416554,15,25,43,80
MOZ,Mozambique,17671,2016,2773,1424,314,3669,20820,686,1686,2133,70326,120,22018,30321,15562,24489,245,2314,63,9516,159,12434,57,4464,2533,606,3500,62,4851,3668,2437,6762,660,499,251171,375,537,41.11842105,58.88157895,4,25,53,67
MOZ,Mozambique,19903,2017,2651,1458,321,3457,19734,683,1705,2109,68707,125,21452,30736,15126,24216,250,2354,19,9256,157,12734,120,4532,2555,595,3291,22,4841,3670,2488,6877,646,491,247378,686,193,78.04323094,21.95676906,2,31,52,85
MOZ,Mozambique,10734,2018,2628,1494,332,3369,19845,671,1740,2081,67234,130,20924,31218,15068,24199,254,2397,28,8772,156,13082,344,4622,2591,596,3203,,4862,3698,2508,6914,650,482,246092,213,940,18.47354727,81.52645273,4,30,41,81
MOZ,Mozambique,22261,2019,2729,1529,341,3530,20528,716,1811,2072,66304,135,20700,31692,15524,24317,258,2440,643,8867,160,13531,159,4712,2645,618,3362,,4979,3759,2547,7034,687,481,248810,835,287,74.42067736,25.57932264,5,18,53,69
MMR,Myanmar,37162,1990,7684,2393,641,5882,5070,7186,1392,2318,43,130,37260,96785,56280,38078,492,2704,0,52073,18,33591,616,13259,7636,2211,5548,71,12360,37654,14647,23139,522,869,468552,913,322,73.92712551,26.07287449,14,38,45,84
MMR,Myanmar,3435,1991,7622,2472,669,5732,3438,7202,1552,2391,141,135,37860,99100,55738,37908,506,2766,23,50655,19,34347,1096,13626,7813,2247,5399,90,12574,38565,14937,23437,549,877,471486,221,315,41.23134328,58.76865672,7,39,58,68
MMR,Myanmar,6755,1992,7489,2554,698,5533,3270,7111,1213,2418,486,139,38119,101067,54902,37642,518,2798,5,48923,19,35021,1888,13957,7974,2203,5204,139,12653,39307,15166,23632,517,879,473444,261,949,21.57024793,78.42975207,8,27,48,87
MMR,Myanmar,33299,1993,7331,2641,731,5308,3240,6971,1231,2427,1074,142,38243,103023,53796,37289,530,2833,0,46962,19,35681,143,14274,8118,2183,4983,,12699,40018,15384,23800,512,877,472463,919,523,63.73092926,36.26907074,13,32,44,68
MMR,Myanmar,36876,1994,7120,2732,764,5058,3234,6894,1252,2407,1704,146,38165,104821,52460,36769,540,2856,17,44642,19,36318,793,14571,8250,2152,4739,18,12692,40631,15571,23913,504,870,472622,111,368,23.17327766,76.82672234,11,39,42,80
MMR,Myanmar,19692,1995,6931,2829,800,4809,2887,6733,2314,2357,2497,151,37922,106547,51164,36239,549,2884,51,42310,19,36981,480,14849,8360,2125,4495,30,12704,41173,15763,24025,498,863,472339,406,690,37.04379562,62.95620438,10,38,60,72
MMR,Myanmar,6934,1996,6768,2930,836,4565,3204,6642,1242,2437,3417,155,37681,108250,50110,35791,557,2895,0,39378,19,37623,611,15104,8469,2098,4256,86,12665,41671,15929,24118,489,854,470850,551,843,39.52654232,60.47345768,14,17,61,69
MMR,Myanmar,25755,1997,6582,3035,874,4306,3294,6498,1109,2483,4435,160,37492,109929,49050,35372,562,2901,68,36468,19,38230,804,15338,8576,2063,4004,16,12626,42102,16094,24221,481,844,470036,231,346,40.03466205,59.96533795,15,36,63,78
MMR,Myanmar,46092,1998,6463,3145,912,4072,3108,6406,1144,2498,5565,165,37375,111694,48358,34994,563,2915,0,33938,19,38858,495,15563,8696,2045,3774,,12600,42519,16288,24390,478,833,469873,836,196,81.00775194,18.99224806,14,24,44,76
MMR,Myanmar,4547,1999,6269,3261,951,3828,3786,6236,1002,2449,6787,169,36923,113463,47310,34517,559,2900,22,31369,19,39417,359,15750,8778,2004,3536,10,12486,42834,16454,24515,468,812,469243,189,487,27.95857988,72.04142012,1,22,45,65
MMR,Myanmar,14351,2000,5973,3400,993,3635,3614,6092,1021,2370,8147,174,36549,115303,46011,33735,536,2836,0,28569,19,39773,671,15950,9014,1961,3344,,11838,42839,16823,24736,465,792,467183,832,138,85.77319588,14.22680412,8,23,65,80
MMR,Myanmar,11084,2001,5609,3552,1037,3454,5018,5979,964,2361,9623,175,35974,117017,44470,32750,502,2730,51,25507,19,39995,339,16227,9294,1922,3162,8,10934,42688,17228,24953,461,744,464747,374,625,37.43743744,62.56256256,2,30,44,68
MMR,Myanmar,19869,2002,5312,3710,1081,3259,5958,5787,869,2326,11135,175,35088,118215,42960,31888,476,2662,21,22957,18,40432,547,16512,9537,1872,2969,5,10360,42636,17568,25174,452,672,462633,585,750,43.82022472,56.17977528,9,35,65,67
MMR,Myanmar,29828,2003,5087,3874,1126,3075,7237,5622,846,2278,12612,175,34023,119109,41620,31040,455,2598,0,20910,18,41011,265,16818,9777,1840,2790,18,9928,42609,17817,25336,445,597,460956,652,894,42.17335058,57.82664942,10,24,63,69
MMR,Myanmar,22214,2004,4938,4043,1175,2930,6695,5579,824,2188,13985,178,33038,120470,40506,30201,446,2588,307,19266,18,41875,178,17194,10051,1841,2647,1,9769,42812,18225,25716,475,546,460705,754,751,50.09966777,49.90033223,8,18,60,79
MMR,Myanmar,20975,2005,4682,4214,1213,2752,7529,5368,924,2059,15201,178,31264,120240,38815,29324,432,2529,17,17504,18,42297,358,17338,10144,1784,2476,21,9439,42534,18389,25717,435,503,455698,886,884,50.05649718,49.94350282,2,23,42,71
MMR,Myanmar,8151,2006,4352,4400,1257,2577,8428,5103,806,2069,16092,180,29404,120544,36783,28352,423,2475,59,16136,18,42947,450,17647,10295,1692,2307,0,9117,42453,18594,25763,418,473,451614,870,358,70.84690554,29.15309446,8,34,57,80
MMR,Myanmar,43859,2007,3980,4575,1288,2392,10692,4724,830,2003,16572,181,27316,119798,34462,27311,411,2386,5,14777,17,43153,664,17779,10322,1564,2130,10,8690,42010,18604,25540,394,440,445020,285,926,23.5342692,76.4657308,10,29,41,85
MMR,Myanmar,49893,2008,3746,4736,1315,2251,13470,4488,766,1947,16645,181,25482,119276,32690,26259,399,2291,138366,13729,17,43258,114,17904,10321,1492,1996,14,8254,41626,18505,25212,378,409,577537,948,253,78.93422148,21.06577852,9,35,49,86
MMR,Myanmar,30060,2009,3513,4901,1344,2123,11914,4278,767,1911,16474,186,23981,119782,31004,25192,394,2258,24,12644,16,43614,267,18131,10376,1424,1874,46,8034,41529,18571,25082,365,387,432406,236,390,37.69968051,62.30031949,12,29,47,71
MMR,Myanmar,27309,2010,3244,5072,1370,1990,11433,4072,762,1854,16109,187,22379,119762,29136,24076,387,2202,113,11585,16,43756,220,18278,10307,1334,1748,13,7732,41273,18569,24865,348,363,424555,820,567,59.12040375,40.87959625,10,16,65,76
MMR,Myanmar,16972,2011,3039,5255,1401,1887,8812,3895,758,1861,15418,189,21143,121071,27715,23015,386,2178,225,10783,16,44331,865,18591,10328,1279,1651,0,7592,41466,18763,24922,336,346,419517,412,570,41.95519348,58.04480652,5,28,45,86
MMR,Myanmar,3241,2012,2633,5436,1431,1784,9453,3641,877,1780,14354,188,19735,121857,26232,22000,380,2109,40,9947,15,44636,994,18832,10251,1200,1554,16,7264,41504,18723,24704,320,324,414214,332,564,37.05357143,62.94642857,14,18,55,79
MMR,Myanmar,11014,2013,2517,5622,1465,1707,5795,3598,806,1842,13067,193,18739,124067,25305,21086,381,2115,23,9287,15,45665,396,19336,10383,1185,1482,11,6995,41818,18968,24850,329,311,409359,496,433,53.39074273,46.60925727,13,33,41,75
MMR,Myanmar,8676,2014,2395,5830,1503,1637,2889,3450,771,1852,11593,197,17737,125861,24448,20202,381,2111,0,8704,15,46697,315,19844,10475,1165,1418,17,6937,42173,19177,24971,312,299,405376,809,668,54.7731889,45.2268111,7,36,44,82
MMR,Myanmar,20567,2015,2242,6010,1545,1567,1919,3378,773,1847,9950,199,16811,127955,23602,19388,382,2100,213,8111,15,47791,724,20443,10599,1119,1353,60,7086,42535,19287,24983,304,287,404578,446,986,31.1452514,68.8547486,9,19,64,82
MMR,Myanmar,28146,2016,1744,6200,1588,1516,975,3344,808,1845,8294,203,16099,130207,22924,18722,383,2116,97,7740,15,49178,269,21127,10759,1116,1307,73,7136,43114,19419,25080,303,278,403979,188,841,18.27016521,81.72983479,10,35,44,85
MMR,Myanmar,13379,2017,1500,6398,1631,1463,216,3261,756,1788,6772,207,15477,133165,22385,17706,385,2028,3,7441,15,50128,2569,21585,11092,1099,1258,218,6483,43004,19982,25593,314,270,406192,244,943,20.55602359,79.44397641,0,39,41,69
MMR,Myanmar,24864,2018,1337,6597,1680,1422,271,3162,711,1726,5605,212,14893,135906,21881,16755,387,1943,67,7005,15,51238,145,22085,11436,1071,1219,,5706,42820,20371,25910,293,260,404129,210,162,56.4516129,43.5483871,12,27,63,71
